sessionID,conn_dt,disc_dt,hour,dow,is_weekend,kWh,session_h,charging_h,idle_h,est_util,dyn_tariff,tariff_regime,rev_fixed,rev_dynamic,tariff_chg_pct,demand_resp_pct,adj_kWh
2_39_124_22_2018-04-25 15:53:29.117069,2018-04-25 15:53:29+00:00,2018-04-26 00:28:12+00:00,15,2,0,6.531,8.578611111111112,4.029444444444445,4.549166666666667,0.36220966729441306,15.0,Base,97.96499999999999,97.96499999999999,0.0,-0.0,6.531
2_39_89_439_2018-04-25 15:57:29.146101,2018-04-25 15:57:29+00:00,2018-04-26 01:28:29+00:00,15,2,0,6.023,9.516666666666667,2.428611111111111,7.088055555555556,0.36220966729441306,15.0,Base,90.345,90.345,0.0,-0.0,6.023
2_39_92_442_2018-04-25 15:59:23.996834,2018-04-25 15:59:24+00:00,2018-04-26 00:51:51+00:00,15,2,0,9.553,8.874166666666667,2.4627777777777777,6.41138888888889,0.36220966729441306,15.0,Base,143.29500000000002,143.29500000000002,0.0,-0.0,9.553
2_39_123_23_2018-04-25 16:01:25.950919,2018-04-25 16:01:26+00:00,2018-04-26 00:33:06+00:00,16,2,0,14.693,8.527777777777779,8.213888888888889,0.31388888888889,0.5010200878844947,17.551004394224737,Surge,220.39499999999998,257.87690756434404,17.00669596149825,-5.102008788449474,13.943361848713119
2_39_90_440_2018-04-25 16:02:03.486354,2018-04-25 16:02:03+00:00,2018-04-25 21:31:50+00:00,16,2,0,2.207,5.496388888888889,1.2061111111111111,4.290277777777778,0.5010200878844947,17.551004394224737,Surge,33.105,38.73506669805399,17.00669596149825,-5.102008788449474,2.09439866603892
2_39_78_364_2018-04-25 16:02:09.867816,2018-04-25 16:02:10+00:00,2018-04-25 19:27:55+00:00,16,2,0,9.153,3.4291666666666667,3.4280555555555554,0.0011111111111112848,0.5010200878844947,17.551004394224737,Surge,137.29500000000002,160.64434322033904,17.00669596149825,-5.102008788449474,8.68601313559322
2_39_88_24_2018-04-25 16:03:58.630483,2018-04-25 16:03:59+00:00,2018-04-25 23:57:15+00:00,16,2,0,17.446,7.887777777777778,6.266388888888889,1.6213888888888892,0.5010200878844947,17.551004394224737,Surge,261.69,306.19482266164476,17.00669596149825,-5.102008788449474,16.555903546767105
2_39_90_26_2018-04-25 16:04:30.761826,2018-04-25 16:04:31+00:00,2018-04-26 01:42:00+00:00,16,2,0,4.548,9.624722222222223,2.1458333333333335,7.478888888888889,0.5010200878844947,17.551004394224737,Surge,68.22,79.8219679849341,17.00669596149825,-5.102008788449474,4.315960640301318
2_39_88_438_2018-04-25 16:25:51.104829,2018-04-25 16:25:51+00:00,2018-04-25 22:30:46+00:00,16,2,0,32.708,6.081944444444445,6.080555555555556,0.001388888888889106,0.5010200878844947,17.551004394224737,Surge,490.62,574.0582517263027,17.00669596149825,-5.102008788449474,31.039234965473945
2_39_78_363_2018-04-25 16:38:01.120020,2018-04-25 16:38:01+00:00,2018-04-26 00:00:51+00:00,16,2,0,6.764,7.3805555555555555,2.1694444444444443,5.211111111111111,0.5010200878844947,17.551004394224737,Surge,101.46000000000001,118.71499372253612,17.00669596149825,-5.102008788449474,6.4189001255492775
2_39_79_378_2018-04-25 16:52:05.160592,2018-04-25 16:52:05+00:00,2018-04-26 01:53:12+00:00,16,2,0,10.879,9.018611111111111,4.814444444444445,4.204166666666667,0.5010200878844947,17.551004394224737,Surge,163.185,190.9373768047709,17.00669596149825,-5.102008788449474,10.32395246390458
2_39_123_557_2018-04-25 17:06:18.267849,2018-04-25 17:06:18+00:00,2018-04-26 02:10:51+00:00,17,2,0,5.07,9.075833333333334,2.254166666666667,6.821666666666667,0.5519460138104206,20.097300690521035,Surge,76.05000000000001,101.89331450094166,33.98200460347356,-10.194601381042068,4.553133709981167
2_39_78_366_2018-04-25 18:47:11.743708,2018-04-25 18:47:12+00:00,2018-04-25 19:36:38+00:00,18,2,0,2.375,0.8238888888888889,0.8219444444444445,0.0019444444444444153,0.5732893910860013,21.164469554300066,Surge,35.625,50.26561519146266,41.096463695333775,-12.328939108600132,2.0821876961707466
2_39_78_362_2018-04-25 19:32:04.994953,2018-04-25 19:32:05+00:00,2018-04-25 21:46:47+00:00,19,2,0,6.523,2.245,2.245,0.0,0.5842749529190207,21.71374764595103,Surge,97.845,141.63877589453858,44.75831763967354,-13.427495291902062,5.647124482109229
2_39_78_367_2018-04-25 19:33:01.165970,2018-04-25 19:33:01+00:00,2018-04-25 23:43:32+00:00,19,2,0,2.203,4.175277777777778,0.8825,3.292777777777778,0.5842749529190207,21.71374764595103,Surge,33.044999999999995,47.83538606403012,44.75831763967354,-13.427495291902062,1.9071922787193976
2_39_91_441_2018-04-25 19:40:02.051458,2018-04-25 19:40:02+00:00,2018-04-26 00:17:12+00:00,19,2,0,7.738,4.6194444444444445,2.452777777777778,2.1666666666666665,0.5842749529190207,21.71374764595103,Surge,116.07000000000001,168.02097928436908,44.75831763967354,-13.427495291902062,6.6989804143126195
2_39_79_377_2018-04-25 19:41:42.209444,2018-04-25 19:41:42+00:00,2018-04-26 00:35:28+00:00,19,2,0,12.94,4.896111111111111,3.506666666666667,1.389444444444444,0.5842749529190207,21.71374764595103,Surge,194.1,280.9758945386063,44.75831763967354,-13.427495291902062,11.202482109227873
2_39_78_366_2018-04-25 19:43:13.444818,2018-04-25 19:43:13+00:00,2018-04-26 00:56:23+00:00,19,2,0,14.328,5.219444444444444,5.217777777777778,0.001666666666666039,0.5842749529190207,21.71374764595103,Surge,214.92,311.11457627118637,44.75831763967354,-13.427495291902062,12.404108474576272
2_39_79_376_2018-04-25 20:14:49.585487,2018-04-25 20:14:50+00:00,2018-04-25 23:56:33+00:00,20,2,0,4.189,3.6952777777777777,3.222777777777778,0.4724999999999997,0.5909447583176397,22.047237915881986,Surge,62.835,92.35587962962964,46.981586105879906,-14.09447583176397,3.5985824074074073
2_39_125_21_2018-04-25 20:30:48.546707,2018-04-25 20:30:49+00:00,2018-04-26 02:52:48+00:00,20,2,0,0.829,6.366388888888889,0.5841666666666666,5.782222222222223,0.5909447583176397,22.047237915881986,Surge,12.434999999999999,18.277160232266166,46.981586105879906,-14.09447583176397,0.7121567953546766
